Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash
SRR9178189;07.06.19 15:50;02.06.19 15:22;29538339;8862322628;29538339;300;3565;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178189;SRX5950945;HSD00-20a-283-S2C009-0200-170428;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861697;SAMN11874686;simple;408172;marine metagenome;HSD00-20a-283-S2C009-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;7FB0AF73EC8DDA16A06C40CB06B5486A;424BD6ACED5D5E3F6A93031472833E56
SRR9178188;07.06.19 15:50;02.06.19 15:38;37223825;11101664960;37223825;298;5006;;https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/008963/SRR9178188;SRX5950946;HSD00-20a-269-S2C012-0500-161125;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861698;SAMN11874536;simple;408172;marine metagenome;HSD00-20a-269-S2C012-0500;;;;;;;no;;;;;SCOPE;SRA893074;;public;D8D38774DE205D78BB38E8133A5A5E05;259BFAF1BC12239380E494F7DDFC36F9
SRR9178187;07.06.19 15:50;02.06.19 15:03;389227;116814626;389227;300;43;;https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008963/SRR9178187;SRX5950947;HSD20-02a-271-S2C007-0100-161107;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861699;SAMN11874739;simple;408172;marine metagenome;HSD20-02a-271-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;94BE135A6535F3042FF1DC751A3DFB9C;E816CB91EB1858464A1EBBCC311C4631
SRR9178186;07.06.19 15:50;02.06.19 15:17;22090232;6635693582;22090232;300;2670;;https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008963/SRR9178186;SRX5950948;HSD20-02a-273-S2C008-0175-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861700;SAMN11874766;simple;408172;marine metagenome;HSD20-02a-273-S2C008-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;B83FAA7B01656BD33BBAA632E6DFAC0C;2093395F791E32C3FB91FCA71468EA7D
SRR9178185;07.06.19 15:50;02.06.19 15:16;17929683;5376864911;17929683;299;2309;;https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/008963/SRR9178185;SRX5950949;HSD20-02a-278-S2C006-0175-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861701;SAMN11874814;simple;408172;marine metagenome;HSD20-02a-278-S2C006-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;4C7D3D1722D798F811927D137C61E9A7;9C06CA8EA8B09DBABF753E27C71AB0FF
SRR9178184;07.06.19 15:50;02.06.19 15:03;409297;122828748;409297;300;43;;https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/008963/SRR9178184;SRX5950950;HSD20-02a-272-S2C005-0025-161107;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861702;SAMN11874748;simple;408172;marine metagenome;HSD20-02a-272-S2C005-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;75D9CFAB2BC752710239ECB81F8D35D2;3E902D2CB192A349EAEFA426DE0E5812
SRR9178183;07.06.19 15:50;02.06.19 15:02;36422;10923129;36422;299;4;;https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008963/SRR9178183;SRX5950951;HSD20-02a-273-S2C010-0250-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861703;SAMN11874769;simple;408172;marine metagenome;HSD20-02a-273-S2C010-0250;;;;;;;no;;;;;SCOPE;SRA893074;;public;EAAC4C92B69F43E878FF7D891A5DFBC6;40C9EFD83B45FBB7B10C2812B4122E90
SRR9178182;07.06.19 15:50;02.06.19 15:07;8012037;2401452963;8012037;299;1035;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008963/SRR9178182;SRX5950952;HSD20-02a-281-S2C004-0025-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861704;SAMN11874844;simple;408172;marine metagenome;HSD20-02a-281-S2C004-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;081F35901F5EAA3E774F8F2F9DA2F2CA;D3AD2DDD44FED8B89F04AE437D2D16D8
SRR9178181;07.06.19 15:50;02.06.19 15:16;18401481;5533973477;18401481;300;2369;;https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/008963/SRR9178181;SRX5950953;HSD20-02a-269-S2C012-0500-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861705;SAMN11874725;simple;408172;marine metagenome;HSD20-02a-269-S2C012-0500;;;;;;;no;;;;;SCOPE;SRA893074;;public;BE19147529241E0D9D16824C8FCF9EB4;4E805C2B2C186E6FC2C90EBC6C36821C
SRR9178180;07.06.19 15:50;02.06.19 15:19;12498180;3751924665;12498180;300;1596;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178180;SRX5950954;HSD20-02a-269-S2C010-0200-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861706;SAMN11874722;simple;408172;marine metagenome;HSD20-02a-269-S2C010-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;0F03324EC11F13CCC6A1D09F90643BA4;B9E778ED9861BE6301504F79719ABFAA
SRR9178179;07.06.19 15:50;02.06.19 15:17;14795470;4438996883;14795470;300;1911;;https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/008963/SRR9178179;SRX5950955;HSD20-02a-279-S2C007-0175-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861707;SAMN11874826;simple;408172;marine metagenome;HSD20-02a-279-S2C007-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;CC47B58B00E2F5C902E7E5300E85EC2E;0EAC04674323E4707CAEBC21799DFE62
SRR9178178;07.06.19 15:50;02.06.19 15:11;9418690;2826656006;9418690;300;1302;;https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/008963/SRR9178178;SRX5950956;HSD20-02a-279-S2C007-0100-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861708;SAMN11874823;simple;408172;marine metagenome;HSD20-02a-279-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;4C8D63A0794DA3C95DE1B558EC816FEE;142810205BBEB5CD6C764BD9C068321E
SRR9178177;07.06.19 15:50;02.06.19 15:20;22628884;6803391409;22628884;300;2951;;https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/008963/SRR9178177;SRX5950957;HSD20-02a-275-S2C009-0200-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861709;SAMN11874791;simple;408172;marine metagenome;HSD20-02a-275-S2C009-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;5D286AD3AC729F5CAC4AB225B3B1B93E;D9241FD96611B1AA5B1F571765938A8D
SRR9178176;07.06.19 15:50;02.06.19 15:15;14228429;4265224073;14228429;299;1810;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/008963/SRR9178176;SRX5950958;HSD20-02a-269-S2C008-0125-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861710;SAMN11874719;simple;408172;marine metagenome;HSD20-02a-269-S2C008-0125;;;;;;;no;;;;;SCOPE;SRA893074;;public;F439A47704DC057A2CC4797DFD501725;88C93EB4EB145320E19072962440B408
SRR9178204;07.06.19 15:50;02.06.19 15:38;32389719;9745352985;32389719;300;4228;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008963/SRR9178204;SRX5950930;HSD20-02a-267-S2C013-0500-170212;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861683;SAMN11874701;simple;408172;marine metagenome;HSD20-02a-267-S2C013-0500;;;;;;;no;;;;;SCOPE;SRA893074;;public;43BC389CABA75987D16AB74190FF5BED;F7C64BB60C2DCD8C11D0DB36704B8B2D
SRR9178203;07.06.19 15:50;02.06.19 15:14;12173178;3652372153;12173178;300;1546;;https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/008963/SRR9178203;SRX5950931;HSD20-02a-269-S2C004-0045-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861684;SAMN11874716;simple;408172;marine metagenome;HSD20-02a-269-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;F305FA774B06E0B0B41479E521598EC5;9E44DEA5FF61DB1CB28BD68985ACCA69
SRR9178202;07.06.19 15:50;02.06.19 15:13;12053549;3622423665;12053549;300;1580;;https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008963/SRR9178202;SRX5950932;HSD20-02a-275-S2C004-0025-170214;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861685;SAMN11874784;simple;408172;marine metagenome;HSD20-02a-275-S2C004-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;7CC47C37426A95818953D586AFCC8512;2EE58BCB3017492501785AD2DCEA3DEE
SRR9178201;07.06.19 15:50;02.06.19 15:11;8614750;2585373436;8614750;300;1170;;https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008963/SRR9178201;SRX5950933;HSD20-02a-278-S2C003-0075-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861686;SAMN11874810;simple;408172;marine metagenome;HSD20-02a-278-S2C003-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;B8BA9AC3BED7B1B0151978A1FF6A5A78;D3C962646690EED154DDDCEE04221C1B
SRR9178200;07.06.19 15:50;03.06.19 17:01;17166241;5184204782;17166241;302;3103;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/008963/SRR9178200;SRX5950934;HSD20-02a-267-S2C010-0175-151221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861687;SAMN11874697;simple;408172;marine metagenome;HSD20-02a-267-S2C010-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;5BB4D92D01D714C5FA4A92F6900663CB;17700E5B9860C57E2C4C6B1D5E239A8C
SRR9178199;07.06.19 15:50;02.06.19 15:13;11404050;3427359448;11404050;300;1410;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178199;SRX5950935;HSD20-02a-272-S2C008-0100-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861688;SAMN11874751;simple;408172;marine metagenome;HSD20-02a-272-S2C008-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;5156D19886C9D3931DC7F11E62A1EA75;947131534B2633EBC47DB0311AA5DFA1
SRR9178198;07.06.19 15:50;02.06.19 15:14;14428764;4334183476;14428764;300;1795;;https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/008963/SRR9178198;SRX5950936;HSD20-02a-272-S2C010-0225-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861689;SAMN11874756;simple;408172;marine metagenome;HSD20-02a-272-S2C010-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;7259CB2CC712DB1B732D7A1581003F0F;A911BF7CAF5D4E1ADC1DB56C2EAB948E
SRR9178197;07.06.19 15:50;02.06.19 15:56;50820791;15183120573;50820791;298;7032;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178197;SRX5950937;HSD00-20a-269-S2C010-0225-160909;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861690;SAMN11874534;simple;408172;marine metagenome;HSD00-20a-269-S2C010-0225;;;;;;;no;;;;;SCOPE;SRA893074;;public;0B7AE6A00C6DFE19041FDB7C9585A916;BD00D7D93C2C9D56585A089F59F59D2E
SRR9178196;07.06.19 15:50;02.06.19 15:17;23429086;7027813405;23429086;299;3112;;https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/008963/SRR9178196;SRX5950938;HSD00-20a-275-S2C007-0100-170419;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861691;SAMN11874598;simple;408172;marine metagenome;HSD00-20a-275-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;9E747987E1A722E89FD2D5DFD824327B;CC89ABC26DCEBC0E3B4DD743E00A6662
SRR9178195;07.06.19 15:50;02.06.19 15:39;37526507;11145194828;37526507;296;4325;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/008963/SRR9178195;SRX5950939;HSD00-20a-268-S2C009-0175-151215;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861692;SAMN11874521;simple;408172;marine metagenome;HSD00-20a-268-S2C009-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;D1C6F911049B3CB4E1F0D524F72E218F;4334FC984363F290B3714645712FAAFE
SRR9178175;07.06.19 15:50;02.06.19 15:15;12717773;3810965663;12717773;299;1735;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/008963/SRR9178175;SRX5950959;HSD20-02a-279-S2C007-0175-170221;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861707;SAMN11874826;simple;408172;marine metagenome;HSD20-02a-279-S2C007-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;055AB8C8350F16D1FD727E2939AB2842;6CE28668158A721332C92580D8E78023
SRR9178174;07.06.19 15:50;02.06.19 15:11;10787773;3240500229;10787773;300;1396;;https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008963/SRR9178174;SRX5950960;HSD20-02a-279-S2C007-0100-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861708;SAMN11874823;simple;408172;marine metagenome;HSD20-02a-279-S2C007-0100;;;;;;;no;;;;;SCOPE;SRA893074;;public;F7AB80A41973C5768C10A4C43665683A;C15B739F8A330C52C616600D257856E0
SRR9178172;07.06.19 15:50;02.06.19 15:12;10767202;3232478442;10767202;300;1353;;https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/008963/SRR9178172;SRX5950962;HSD20-02a-272-S2C005-0045-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861711;SAMN11874749;simple;408172;marine metagenome;HSD20-02a-272-S2C005-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;EF2123ED37FCF17C766411B5745F0EE1;3A9FC25B93F93CFCA3C5BCB1FD0ACA6B
SRR9178171;07.06.19 15:50;02.06.19 15:12;9968873;2989315456;9968873;299;1201;;https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008963/SRR9178171;SRX5950963;HSD20-02a-274-S2C005-0025-170209;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861712;SAMN11874772;simple;408172;marine metagenome;HSD20-02a-274-S2C005-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;410D034A2937C3808AC472FE72953FE7;871F3B8A589687F7963317097EA8D206
SRR9178170;07.06.19 15:50;02.06.19 15:12;12457200;3734726554;12457200;299;1567;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/008963/SRR9178170;SRX5950964;HSD20-02a-283-S2C004-0005-170410;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861713;SAMN11874867;simple;408172;marine metagenome;HSD20-02a-283-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;0868C647DFC6D444CC53E3D5EC793521;627D32F21CDF024B48C8AC975F6B9FC7
SRR9178169;07.06.19 15:50;02.06.19 15:11;11085476;3328726060;11085476;300;1397;;https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008963/SRR9178169;SRX5950965;HSD20-02a-283-S2C004-0045-170410;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861714;SAMN11874869;simple;408172;marine metagenome;HSD20-02a-283-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;C05C8A0C7DF3CB5B645BAC8B3693DC23;8EA972077C4BD92545438C392A039F70
SRR9178168;07.06.19 15:50;02.06.19 15:12;12437357;3736800287;12437357;300;1575;;https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008963/SRR9178168;SRX5950966;HSD20-02a-272-S2C010-0200-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861715;SAMN11874755;simple;408172;marine metagenome;HSD20-02a-272-S2C010-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;00F675AA09950F44CFC1F24601B5992A;D66D3A73421250BAA75BE03B71F52EA3
SRR9178167;07.06.19 15:50;02.06.19 15:12;10300592;3093564789;10300592;300;1327;;https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/008963/SRR9178167;SRX5950967;HSD20-02a-278-S2C003-0025-170412;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861716;SAMN11874808;simple;408172;marine metagenome;HSD20-02a-278-S2C003-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;F5C38D9C59C2C9366E0D499A37594BC8;7D0393414FCEE33A1AB44CCE9F327210
SRR9178166;07.06.19 15:50;02.06.19 15:14;11686718;3510711401;11686718;300;1475;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178166;SRX5950968;HSD20-02a-272-S2C008-0125-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861717;SAMN11874752;simple;408172;marine metagenome;HSD20-02a-272-S2C008-0125;;;;;;;no;;;;;SCOPE;SRA893074;;public;3F53A534A6359C16235596B8BD02C4D4;7E6CD6F0D729BAAEE04B98621B9303D1
SRR9178165;07.06.19 15:50;02.06.19 15:19;18547873;5570489149;18547873;300;2357;;https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/008963/SRR9178165;SRX5950969;HSD20-02a-270-S2C009-0150-161103;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861718;SAMN11874732;simple;408172;marine metagenome;HSD20-02a-270-S2C009-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;266BD8264C5175B3F1452DEA15EC5414;E0E7DB6CC7D654B0E1FC3588F330905D
SRR9178163;07.06.19 15:50;02.06.19 15:19;21678771;6515998309;21678771;300;2800;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/008963/SRR9178163;SRX5950971;HSD20-02a-280-S2C007-0175-170217;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861719;SAMN11874838;simple;408172;marine metagenome;HSD20-02a-280-S2C007-0175;;;;;;;no;;;;;SCOPE;SRA893074;;public;0668AA51DCB5B3D966AF9D5BD0F33F56;2E56079504760B85873632D78F764ED6
SRR9178162;07.06.19 15:50;02.06.19 15:13;13982175;4202378543;13982175;300;1740;;https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008963/SRR9178162;SRX5950972;HSD20-02a-272-S2C005-0075-161130;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861720;SAMN11874750;simple;408172;marine metagenome;HSD20-02a-272-S2C005-0075;;;;;;;no;;;;;SCOPE;SRA893074;;public;F0AF4894D128B55B3F0ECA200A6C08BA;99D7F6326A24B004AD1170F1C1E15B1D
SRR9178160;07.06.19 15:50;02.06.19 15:32;26753177;8023786465;26753177;299;3526;;https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/008963/SRR9178160;SRX5950974;HSD00-20a-277-S2C009-0200-161215;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861721;SAMN11874614;simple;408172;marine metagenome;HSD00-20a-277-S2C009-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;C75514AFD4BEB179F09A8C5CA18A09EE;39709330947E504BFF977874E6F0353F
SRR9178159;07.06.19 15:50;02.06.19 15:24;22593338;6751293652;22593338;298;2626;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008963/SRR9178159;SRX5950975;HSD00-20a-271-S2C004-0005-161007;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861722;SAMN11874546;simple;408172;marine metagenome;HSD00-20a-271-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;BEBCEAC36219A863E8CB33DF3E836705;5C8F190976533479C2176FA76CA51335
SRR9178158;07.06.19 15:50;02.06.19 15:40;37220339;11154099442;37220339;299;4985;;https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/008963/SRR9178158;SRX5950976;HSD00-20a-273-S2C008-0150-161026;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861723;SAMN11874576;simple;408172;marine metagenome;HSD00-20a-273-S2C008-0150;;;;;;;no;;;;;SCOPE;SRA893074;;public;4B40FEA2A81AC3D03775EA05F2B74940;2D17B77D4E9C18A58ADEDF086EC87FD5
SRR9178157;07.06.19 15:50;02.06.19 15:25;28999324;8699330093;28999324;299;3490;;https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/008963/SRR9178157;SRX5950977;HSD00-20a-280-S2C004-0045-170508;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861724;SAMN11874644;simple;408172;marine metagenome;HSD00-20a-280-S2C004-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;5A58316F0CF2CA5B932FC5235923347C;DCE64361567E32AA148586E5CC3E24E2
SRR9178156;07.06.19 15:50;02.06.19 15:26;24274767;7276892719;24274767;299;2933;;https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/008963/SRR9178156;SRX5950978;HSD00-20a-280-S2C004-0005-170508;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861725;SAMN11874642;simple;408172;marine metagenome;HSD00-20a-280-S2C004-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;EEC7D53498699FC483A5D8BB32705595;E2FC1084B0E99A4CDA7045F167D3D7B3
SRR9178155;07.06.19 15:50;02.06.19 15:07;5239291;1569364583;5239291;299;554;;https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008963/SRR9178155;SRX5950979;HSD00-20a-267-S2C012-0200-151124;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861726;SAMN11874509;simple;408172;marine metagenome;HSD00-20a-267-S2C012-0200;;;;;;;no;;;;;SCOPE;SRA893074;;public;641182534261FA3C30470B7D69F3C9D2;C11DDC94505621E4F205F9978D7D8438
SRR9178318;07.06.19 15:50;02.06.19 15:35;35418433;10615220594;35418433;299;4673;;https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008963/SRR9178318;SRX5950816;HSD00-20a-267-S2C010-0005-161208;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861540;SAMN11874501;simple;408172;marine metagenome;HSD00-20a-267-S2C010-0005;;;;;;;no;;;;;SCOPE;SRA893074;;public;FDCFB9698A642DE54B1DF32714C3D122;5BE784F6731EF52C67DB72E2F69E9702
SRR9178316;07.06.19 15:50;02.06.19 15:45;23985674;7190510495;23985674;299;3174;;https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008963/SRR9178316;SRX5950818;HSD00-20a-267-S2C010-0045-161208;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861585;SAMN11874503;simple;408172;marine metagenome;HSD00-20a-267-S2C010-0045;;;;;;;no;;;;;SCOPE;SRA893074;;public;04B89BD6E062DF31D77D902F608C3A77;2FD2E59C55E8E809A0B96716B5B95D05
SRR9178281;07.06.19 15:50;02.06.19 15:27;17399116;5220144059;17399116;300;1991;;https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008963/SRR9178281;SRX5950853;HSD00-20a-268-S2C004-0025-151215;WGS;RANDOM;METAGENOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP092796;PRJNA352737;2;352737;SRS4861618;SAMN11874514;simple;408172;marine metagenome;HSD00-20a-268-S2C004-0025;;;;;;;no;;;;;SCOPE;SRA893074;;public;2E1B08A100C3CA7FF71C7BB9F898EEC0;F25E2D252B367DE3F2EEDCAF17CA86B2
